,DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD
809,2024-01-03 17:00:00,16.7,,3.0,,,,1,30,65,160
810,2024-01-03 18:00:00,15.6,,2.0,,,,1,29,71,190
811,2024-01-03 19:00:00,20.4,,7.0,,,,1,28,73,150
812,2024-01-03 20:00:00,15.4,,0.0,,,,1,28,74,170
813,2024-01-03 21:00:00,14.0,,0.0,,,,1,28,74,128
814,2024-01-03 22:00:00,13.6,,2.0,,,,1,28,75,128
815,2024-01-03 23:00:00,11.8,,2.0,,,,1,28,76,118
816,2024-01-04 00:00:00,11.1,,3.0,,,,1,27,78,107
817,2024-01-04 01:00:00,11.8,,8.0,,,,1,27,79,108
818,2024-01-04 02:00:00,12.8,,0.0,,,,1,26,83,103
819,2024-01-04 03:00:00,15.3,,0.0,,,,0,26,84,104
820,2024-01-04 04:00:00,12.9,,1.0,,,,1,26,86,105
821,2024-01-04 05:00:00,17.0,,1.0,,,,1,26,87,104
822,2024-01-04 06:00:00,15.1,,0.0,,,,1,26,85,106
823,2024-01-04 07:00:00,15.7,,5.0,,,,1,27,79,117
824,2024-01-04 08:00:00,16.4,,0.0,,,,1,29,73,118
825,2024-01-04 09:00:00,21.5,,2.0,,,,1,30,65,137
826,2024-01-04 10:00:00,20.5,,14.0,,,,1,32,58,106
827,2024-01-04 11:00:00,16.4,,34.0,,,,1,32,53,155
828,2024-01-04 12:00:00,14.5,,13.0,,,,1,33,51,116
829,2024-01-04 13:00:00,15.4,,,,,,1,33,48,135
830,2024-01-04 14:00:00,13.4,,34.0,,,,1,33,50,175
831,2024-01-04 15:00:00,17.1,,33.0,,,,1,32,56,154
832,2024-01-04 16:00:00,14.6,,32.0,,,,1,32,58,142
833,2024-01-04 17:00:00,19.7,,11.0,,,,1,30,64,129
834,2024-01-04 18:00:00,19.7,,16.0,,,,1,29,68,124
835,2024-01-04 19:00:00,20.9,,6.0,,,,1,28,74,138
836,2024-01-04 20:00:00,21.1,,0.0,,,,1,28,73,153
837,2024-01-04 21:00:00,23.1,,0.0,,,,1,28,74,125
838,2024-01-04 22:00:00,27.6,,10.0,,,,1,28,74,123
839,2024-01-04 23:00:00,19.9,,4.0,,,,1,27,74,111
840,2024-01-05 00:00:00,17.5,,19.0,,,,1,27,73,123
841,2024-01-05 01:00:00,18.4,,2.0,,,,1,27,74,97
842,2024-01-05 02:00:00,17.0,,0.0,,,,1,26,77,94
843,2024-01-05 03:00:00,17.4,,3.0,,,,1,26,76,98
844,2024-01-05 04:00:00,18.9,,0.0,,,,1,26,75,99
845,2024-01-05 05:00:00,14.6,,1.0,,,,1,26,77,109
846,2024-01-05 06:00:00,13.8,,1.0,,,,1,26,75,110
847,2024-01-05 07:00:00,19.9,,1.0,,,,1,27,74,107
848,2024-01-05 08:00:00,20.1,,0.0,,,,1,28,69,90
849,2024-01-05 09:00:00,19.0,,0.0,,,,1,30,66,114
850,2024-01-05 10:00:00,18.5,,2.0,,,,1,30,63,148
851,2024-01-05 11:00:00,21.3,,7.0,,,,1,31,56,214
852,2024-01-05 12:00:00,17.6,,1.0,,,,1,31,56,232
853,2024-01-05 13:00:00,15.3,,7.0,,,,1,32,49,190
854,2024-01-05 14:00:00,12.4,,,,,,1,31,53,175
855,2024-01-05 15:00:00,13.1,,32.0,,,,1,31,55,201
856,2024-01-05 16:00:00,11.6,,30.0,,,,1,30,58,177
857,2024-01-05 17:00:00,18.0,,30.0,,,,1,29,65,152
858,2024-01-05 18:00:00,19.2,,8.0,,,,1,28,70,173
859,2024-01-05 19:00:00,19.4,,2.0,,,,1,28,70,151
860,2024-01-05 20:00:00,22.4,,1.0,,,,1,28,70,123
861,2024-01-05 21:00:00,20.4,,1.0,,,,1,28,71,104
862,2024-01-05 22:00:00,21.6,,9.0,,,,1,27,72,99
863,2024-01-05 23:00:00,17.1,,20.0,,,,1,27,74,114
864,2024-01-06 00:00:00,18.6,,2.0,,,,1,27,77,111
865,2024-01-06 01:00:00,19.9,,1.0,,,,1,27,78,115
866,2024-01-06 02:00:00,20.1,,0.0,,,,1,27,78,114
867,2024-01-06 03:00:00,22.7,,1.0,,,,1,27,78,113
868,2024-01-06 04:00:00,20.6,,0.0,,,,1,26,79,108
869,2024-01-06 05:00:00,20.6,,4.0,,,,1,26,83,105
870,2024-01-06 06:00:00,20.0,,3.0,,,,1,26,82,110
871,2024-01-06 07:00:00,23.2,,0.0,,,,1,26,83,111
872,2024-01-06 08:00:00,24.0,,1.0,,,,1,29,70,123
873,2024-01-06 09:00:00,23.8,,14.0,,,,1,29,68,141
874,2024-01-06 10:00:00,28.7,,12.0,,,,1,30,59,171
875,2024-01-06 11:00:00,30.5,,1.0,,,,1,31,57,178
876,2024-01-06 12:00:00,20.2,,1.0,,,,1,31,59,194
877,2024-01-06 13:00:00,21.1,,13.0,,,,1,31,58,180
878,2024-01-06 14:00:00,18.8,,1.0,,,,1,31,58,170
879,2024-01-06 15:00:00,22.4,,,,,,1,31,57,202
880,2024-01-06 16:00:00,20.7,,7.0,,,,1,31,61,168
881,2024-01-06 17:00:00,17.8,,4.0,,,,1,29,65,145
882,2024-01-06 18:00:00,16.7,,4.0,,,,1,29,70,147
883,2024-01-06 19:00:00,17.8,,6.0,,,,1,28,73,148
884,2024-01-06 20:00:00,20.7,,2.0,,,,1,28,75,121
885,2024-01-06 21:00:00,15.9,,20.0,,,,1,28,75,114
886,2024-01-06 22:00:00,13.8,,26.0,,,,1,28,76,111
887,2024-01-06 23:00:00,17.2,,27.0,,,,1,28,81,113
888,2024-01-07 00:00:00,19.2,,31.0,,,,1,27,83,113
889,2024-01-07 01:00:00,20.9,,28.0,,,,1,26,89,127
890,2024-01-07 02:00:00,19.3,,17.0,,,,1,25,93,100
891,2024-01-07 03:00:00,13.7,,6.0,,,,1,25,95,91
892,2024-01-07 04:00:00,11.8,,8.0,,,,1,25,96,92
893,2024-01-07 05:00:00,14.1,,0.0,,,,1,25,97,106
894,2024-01-07 06:00:00,13.1,,3.0,,,,1,25,96,122
895,2024-01-07 07:00:00,16.6,,9.0,,,,1,26,94,120
896,2024-01-07 08:00:00,17.2,,17.0,,,,0,26,93,123
897,2024-01-07 09:00:00,18.2,,23.0,,,,1,27,87,234
898,2024-01-07 10:00:00,16.4,,,,,,1,28,78,231
899,2024-01-07 11:00:00,19.1,,2.0,,,,1,30,69,227
900,2024-01-07 12:00:00,16.8,,2.0,,,,1,30,65,218
901,2024-01-07 13:00:00,17.7,,2.0,,,,2,28,79,228
902,2024-01-07 14:00:00,21.3,,9.0,,,,1,28,78,212
903,2024-01-07 15:00:00,19.6,,3.0,,,,1,30,67,237
904,2024-01-07 16:00:00,16.7,,,,,,1,29,69,230
905,2024-01-07 17:00:00,16.3,,0.0,,,,1,28,72,190
906,2024-01-07 18:00:00,15.9,,1.0,,,,1,28,74,162
907,2024-01-07 19:00:00,20.7,,19.0,,,,1,28,74,163
908,2024-01-07 20:00:00,14.0,,8.0,,,,1,28,75,176
909,2024-01-07 21:00:00,13.5,,14.0,,,,1,28,77,131
910,2024-01-07 22:00:00,15.7,,0.0,,,,1,27,79,116
911,2024-01-07 23:00:00,11.9,,0.0,,,,1,27,82,117
912,2024-01-08 00:00:00,13.9,,1.0,,,,1,27,83,113
913,2024-01-08 01:00:00,15.7,,15.0,,,,1,27,83,103
914,2024-01-08 02:00:00,10.3,,22.0,,,,1,27,84,103
915,2024-01-08 03:00:00,16.5,,0.0,,,,1,27,84,98
916,2024-01-08 04:00:00,11.2,,1.0,,,,1,27,84,106
917,2024-01-08 05:00:00,19.4,,0.0,,,,1,26,86,108
918,2024-01-08 06:00:00,14.6,,1.0,,,,1,27,85,115
919,2024-01-08 07:00:00,14.2,,13.0,,,,1,27,83,113
920,2024-01-08 08:00:00,13.1,,9.0,,,,1,27,85,110
921,2024-01-08 09:00:00,16.8,,1.0,,,,1,28,78,115
922,2024-01-08 10:00:00,14.1,,0.0,,,,1,29,75,155
923,2024-01-08 11:00:00,,,0.0,,,,1,30,68,166
924,2024-01-08 12:00:00,16.5,,4.0,,,,1,30,65,211
925,2024-01-08 13:00:00,13.8,,5.0,,,,1,31,65,201
926,2024-01-08 14:00:00,16.2,,2.0,,,,1,31,62,214
927,2024-01-08 15:00:00,16.9,,0.0,,,,1,31,63,182
928,2024-01-08 16:00:00,14.6,,0.0,,,,1,30,67,190
929,2024-01-08 17:00:00,15.5,,,,,,1,29,72,178
930,2024-01-08 18:00:00,16.7,,6.0,,,,1,28,79,188
931,2024-01-08 19:00:00,14.5,,5.0,,,,1,28,78,173
932,2024-01-08 20:00:00,15.2,,1.0,,,,1,28,78,170
933,2024-01-08 21:00:00,13.3,,1.0,,,,1,28,78,181
934,2024-01-08 22:00:00,15.9,,0.0,,,,1,27,79,133
935,2024-01-08 23:00:00,11.2,,0.0,,,,1,27,80,120
936,2024-01-09 00:00:00,13.2,,2.0,,,,1,27,81,115
937,2024-01-09 01:00:00,13.5,,14.0,,,,1,27,81,106
938,2024-01-09 02:00:00,14.9,,11.0,,,,1,27,82,109
939,2024-01-09 03:00:00,13.8,,1.0,,,,1,27,80,112
940,2024-01-09 04:00:00,13.3,,1.0,,,,1,26,82,110
941,2024-01-09 05:00:00,14.9,,3.0,,,,1,27,82,112
942,2024-01-09 06:00:00,11.7,,0.0,,,,1,26,87,109
943,2024-01-09 07:00:00,18.0,,4.0,,,,1,26,90,111
944,2024-01-09 08:00:00,20.4,,6.0,,,,1,28,79,154
945,2024-01-09 09:00:00,12.6,,21.0,,,,1,29,74,195
946,2024-01-09 10:00:00,9.9,,22.0,,,,1,30,68,134
947,2024-01-09 11:00:00,13.9,,22.0,,,,1,31,63,164
948,2024-01-09 12:00:00,19.5,,0.0,,,,1,31,64,149
949,2024-01-09 13:00:00,17.5,,1.0,,,,1,31,64,198
950,2024-01-09 14:00:00,11.7,,8.0,,,,1,30,65,182
951,2024-01-09 15:00:00,12.5,,1.0,,,,1,31,64,166
952,2024-01-09 16:00:00,12.8,,0.0,,,,2,30,69,133
953,2024-01-09 17:00:00,14.7,,4.0,,,,2,29,71,133
954,2024-01-09 18:00:00,15.7,,,,,,1,29,75,124
955,2024-01-09 19:00:00,18.6,,8.0,,,,1,28,77,120
956,2024-01-09 20:00:00,17.8,,6.0,,,,1,28,80,110
957,2024-01-09 21:00:00,13.2,,14.0,,,,1,28,82,109
958,2024-01-09 22:00:00,15.5,,22.0,,,,1,28,79,129
959,2024-01-09 23:00:00,11.0,,16.0,,,,2,28,78,128
960,2024-01-10 00:00:00,20.3,,3.0,,,,1,28,79,122
961,2024-01-10 01:00:00,13.7,,12.0,,,,1,27,79,123
962,2024-01-10 02:00:00,15.7,,1.0,,,,1,27,80,116
963,2024-01-10 03:00:00,12.4,,0.0,,,,1,27,84,109
964,2024-01-10 04:00:00,13.9,,0.0,,,,1,26,87,107
965,2024-01-10 05:00:00,13.7,,0.0,,,,1,26,89,107
966,2024-01-10 06:00:00,16.8,,5.0,,,,1,26,90,106
967,2024-01-10 07:00:00,21.0,,2.0,,,,1,27,84,114
968,2024-01-10 08:00:00,19.0,,0.0,,,,1,28,78,123
969,2024-01-10 09:00:00,13.9,,0.0,,,,1,29,71,131
970,2024-01-10 10:00:00,16.6,,0.0,,,,1,31,63,162
971,2024-01-10 11:00:00,10.5,,2.0,,,,1,31,60,143
972,2024-01-10 12:00:00,12.5,,11.0,,,,1,32,57,168
973,2024-01-10 13:00:00,10.8,,4.0,,,,1,32,54,171
974,2024-01-10 14:00:00,13.2,,10.0,,,,1,32,55,163
975,2024-01-10 15:00:00,10.9,,8.0,,,,1,32,57,170
976,2024-01-10 16:00:00,8.9,,6.0,,,,1,31,61,163
977,2024-01-10 17:00:00,9.1,,9.0,,,,1,29,68,188
978,2024-01-10 18:00:00,15.8,,6.0,,,,1,28,73,190
979,2024-01-10 19:00:00,16.7,,,,,,1,28,75,190
980,2024-01-10 20:00:00,16.0,,6.0,,,,1,28,76,163
981,2024-01-10 21:00:00,12.4,,0.0,,,,1,28,76,129
982,2024-01-10 22:00:00,17.5,,0.0,,,,1,28,77,134
983,2024-01-10 23:00:00,15.6,,2.0,,,,1,28,78,119
984,2024-01-11 00:00:00,16.0,,2.0,,,,1,27,79,118
985,2024-01-11 01:00:00,12.2,,0.0,,,,1,27,80,110
986,2024-01-11 02:00:00,13.7,,5.0,,,,1,27,81,105
987,2024-01-11 03:00:00,11.1,,0.0,,,,1,27,83,102
988,2024-01-11 04:00:00,13.2,,0.0,,,,1,26,86,99
989,2024-01-11 05:00:00,15.9,,3.0,,,,1,26,87,102
990,2024-01-11 06:00:00,18.1,,5.0,,,,0,26,86,104
991,2024-01-11 07:00:00,16.7,,2.0,,,,1,27,85,107
992,2024-01-11 08:00:00,25.5,,2.0,,,,1,29,73,114
993,2024-01-11 09:00:00,16.8,,0.0,,,,1,30,62,146
994,2024-01-11 10:00:00,13.8,,0.0,,,,1,31,58,141
995,2024-01-11 11:00:00,11.9,,7.0,,,,1,32,56,150
996,2024-01-11 12:00:00,17.0,,2.0,,,,1,32,54,143
997,2024-01-11 13:00:00,17.0,,2.0,,,,1,32,53,138
998,2024-01-11 14:00:00,13.2,,14.0,,,,1,32,54,166
999,2024-01-11 15:00:00,11.1,,2.0,,,,1,31,59,204
1000,2024-01-11 16:00:00,9.7,,1.0,,,,1,30,63,199
1001,2024-01-11 17:00:00,14.8,,20.0,,,,1,29,69,139
1002,2024-01-11 18:00:00,20.0,,9.0,,,,1,28,72,145
1003,2024-01-11 19:00:00,18.3,,7.0,,,,1,28,74,171
1004,2024-01-11 20:00:00,16.7,,,,,,1,28,74,137
1005,2024-01-11 21:00:00,13.6,,0.0,,,,1,28,74,134
1006,2024-01-11 22:00:00,14.9,,0.0,,,,1,28,75,131
1007,2024-01-11 23:00:00,13.1,,12.0,,,,1,27,78,101
1008,2024-01-12 00:00:00,13.5,,2.0,,,,0,27,79,106
1009,2024-01-12 01:00:00,20.2,,11.0,,,,1,27,79,97
1010,2024-01-12 02:00:00,14.7,,9.0,,,,0,26,83,106
1011,2024-01-12 03:00:00,13.0,,6.0,,,,0,26,86,110
1012,2024-01-12 04:00:00,13.7,,3.0,,,,0,25,87,106
1013,2024-01-12 05:00:00,16.9,,0.0,,,,0,25,89,106
1014,2024-01-12 06:00:00,27.1,,0.0,,,,0,25,90,109
1015,2024-01-12 07:00:00,30.5,,1.0,,,,0,25,88,109
1016,2024-01-12 08:00:00,22.6,,1.0,,,,1,28,75,122
1017,2024-01-12 09:00:00,18.3,,2.0,,,,1,29,65,160
1018,2024-01-12 10:00:00,12.5,,3.0,,,,0,31,57,138
1019,2024-01-12 11:00:00,13.9,,5.0,,,,1,31,57,141
1020,2024-01-12 12:00:00,14.5,,13.0,,,,1,32,54,174
1021,2024-01-12 13:00:00,15.7,,8.0,,,,0,32,51,137
1022,2024-01-12 14:00:00,18.4,,27.0,,,,1,32,51,143
1023,2024-01-12 15:00:00,16.5,,29.0,,,,1,31,55,165
1024,2024-01-12 16:00:00,18.9,,28.0,,,,1,30,61,141
1025,2024-01-12 17:00:00,15.8,,28.0,,,,1,29,66,141
1026,2024-01-12 18:00:00,22.6,,13.0,,,,1,28,70,142
1027,2024-01-12 19:00:00,26.8,,3.0,,,,1,28,73,145
1028,2024-01-12 20:00:00,23.4,,3.0,,,,1,28,74,119
1029,2024-01-12 21:00:00,23.8,,,,,,1,27,74,115
1030,2024-01-12 22:00:00,22.1,,0.0,,,,1,27,75,103
1031,2024-01-12 23:00:00,24.5,,24.0,,,,1,27,76,96
1032,2024-01-13 00:00:00,21.0,,3.0,,,,0,27,77,101
1033,2024-01-13 01:00:00,19.9,,11.0,,,,1,26,78,98
1034,2024-01-13 02:00:00,20.1,,6.0,,,,1,26,80,96
1035,2024-01-13 03:00:00,17.0,,1.0,,,,1,26,80,99
1036,2024-01-13 04:00:00,19.3,,3.0,,,,1,26,79,96
1037,2024-01-13 05:00:00,15.8,,18.0,,,,1,26,80,96
1038,2024-01-13 06:00:00,16.9,,7.0,,,,1,26,78,98
1039,2024-01-13 07:00:00,16.9,,13.0,,,,1,26,77,95
1040,2024-01-13 08:00:00,21.5,,14.0,,,,1,28,68,116
1041,2024-01-13 09:00:00,15.5,,33.0,,,,1,29,63,115
1042,2024-01-13 10:00:00,19.2,,39.0,,,,1,30,56,112
1043,2024-01-13 11:00:00,25.4,,40.0,,,,1,31,50,144
1044,2024-01-13 12:00:00,23.4,,0.0,,,,0,32,47,170
1045,2024-01-13 13:00:00,21.9,,31.0,,,,0,32,48,168
1046,2024-01-13 14:00:00,15.9,,6.0,,,,1,32,50,156
1047,2024-01-13 15:00:00,17.7,,1.0,,,,1,31,55,146
1048,2024-01-13 16:00:00,22.6,,1.0,,,,1,31,54,142
1049,2024-01-13 17:00:00,22.1,,1.0,,,,1,30,60,144
1050,2024-01-13 18:00:00,21.2,,9.0,,,,1,28,67,121
1051,2024-01-13 19:00:00,24.7,,3.0,,,,1,28,71,115
1052,2024-01-13 20:00:00,24.3,,1.0,,,,1,27,74,113
1053,2024-01-13 21:00:00,24.8,,1.0,,,,1,27,75,109
1054,2024-01-13 22:00:00,27.4,,,,,,1,27,75,111
1055,2024-01-13 23:00:00,23.7,,4.0,,,,1,26,78,108
1056,2024-01-14 00:00:00,28.3,,9.0,,,,1,26,79,109
1057,2024-01-14 01:00:00,23.5,,,,,,1,26,82,107
1058,2024-01-14 02:00:00,22.1,,140.0,,,,0,25,85,107
1059,2024-01-14 03:00:00,22.7,,94.0,,,,0,25,85,110
1060,2024-01-14 04:00:00,28.4,,1.0,,,,0,25,86,106
1061,2024-01-14 05:00:00,31.4,,1.0,,,,0,25,85,106
1062,2024-01-14 06:00:00,21.4,,0.0,,,,0,25,86,105
1063,2024-01-14 07:00:00,29.5,,10.0,,,,1,26,78,112
1064,2024-01-14 08:00:00,19.5,,1.0,,,,1,28,70,129
1065,2024-01-14 09:00:00,22.3,,1.0,,,,1,29,65,114
1066,2024-01-14 10:00:00,21.2,,6.0,,,,1,30,60,129
1067,2024-01-14 11:00:00,25.6,,0.0,,,,1,31,52,140
1068,2024-01-14 12:00:00,27.9,,19.0,,,,1,32,48,158
1069,2024-01-14 13:00:00,24.6,,18.0,,,,1,31,52,167
1070,2024-01-14 14:00:00,20.1,,43.0,,,,1,31,52,191
1071,2024-01-14 15:00:00,,,37.0,,,,1,31,51,158
1072,2024-01-14 16:00:00,,,30.0,,,,1,30,56,183
1073,2024-01-14 17:00:00,19.2,,1.0,,,,1,29,60,153
1074,2024-01-14 18:00:00,20.1,,2.0,,,,1,28,63,135
1075,2024-01-14 19:00:00,22.7,,0.0,,,,1,27,68,114
1076,2024-01-14 20:00:00,31.5,,1.0,,,,1,27,69,118
1077,2024-01-14 21:00:00,22.8,,1.0,,,,1,27,70,117
1078,2024-01-14 22:00:00,19.7,,2.0,,,,1,27,71,116
1079,2024-01-14 23:00:00,13.9,,,,,,1,27,71,117
1080,2024-01-15 00:00:00,13.7,,11.0,,,,2,27,74,119
1081,2024-01-15 01:00:00,15.9,,25.0,,,,1,27,75,113
1082,2024-01-15 02:00:00,14.1,,22.0,,,,1,26,78,106
1083,2024-01-15 03:00:00,12.7,,25.0,,,,1,26,79,116
1084,2024-01-15 04:00:00,13.7,,25.0,,,,1,27,75,117
1085,2024-01-15 05:00:00,24.9,,2.0,,,,1,27,76,117
1086,2024-01-15 06:00:00,21.3,,5.0,,,,1,27,78,109
1087,2024-01-15 07:00:00,18.8,,3.0,,,,1,27,75,118
1088,2024-01-15 08:00:00,18.2,,3.0,,,,1,28,70,114
1089,2024-01-15 09:00:00,13.6,,13.0,,,,1,30,62,142
1090,2024-01-15 10:00:00,15.7,,9.0,,,,1,30,59,207
1091,2024-01-15 11:00:00,19.3,,4.0,,,,1,31,55,219
1092,2024-01-15 12:00:00,18.5,,2.0,,,,0,32,54,197
1093,2024-01-15 13:00:00,14.9,,2.0,,,,1,32,49,166
1094,2024-01-15 14:00:00,12.1,,6.0,,,,1,32,51,172
1095,2024-01-15 15:00:00,16.8,,22.0,,,,1,32,50,154
1096,2024-01-15 16:00:00,16.2,,5.0,,,,1,31,54,189
1097,2024-01-15 17:00:00,15.5,,1.0,,,,1,30,60,143
1098,2024-01-15 18:00:00,16.2,,1.0,,,,1,28,68,138
1099,2024-01-15 19:00:00,11.7,,10.0,,,,1,28,72,130
1100,2024-01-15 20:00:00,17.7,,1.0,,,,1,28,73,133
1101,2024-01-15 21:00:00,15.1,,10.0,,,,1,28,73,134
1102,2024-01-15 22:00:00,20.2,,36.0,,,,1,28,73,142
1103,2024-01-15 23:00:00,18.3,,16.0,,,,1,28,73,123
1104,2024-01-16 00:00:00,20.1,,,,,,1,27,77,109
1105,2024-01-16 01:00:00,19.8,,25.0,,,,1,26,82,106
1106,2024-01-16 02:00:00,17.2,,29.0,,,,1,26,85,107
1107,2024-01-16 03:00:00,16.1,,26.0,,,,1,26,88,105
1108,2024-01-16 04:00:00,19.9,,18.0,,,,1,26,89,104
1109,2024-01-16 05:00:00,22.5,,5.0,,,,1,26,90,104
1110,2024-01-16 06:00:00,24.7,,22.0,,,,1,26,87,103
1111,2024-01-16 07:00:00,19.8,,1.0,,,,1,26,89,107
1112,2024-01-16 08:00:00,24.9,,0.0,,,,1,28,74,140
1113,2024-01-16 09:00:00,14.0,,1.0,,,,1,30,68,169
1114,2024-01-16 10:00:00,27.3,,3.0,,,,1,30,62,208
1115,2024-01-16 11:00:00,19.9,,1.0,,,,1,31,60,216
1116,2024-01-16 12:00:00,15.4,,7.0,,,,1,32,58,218
1117,2024-01-16 13:00:00,12.4,,26.0,,,,1,32,55,178
1118,2024-01-16 14:00:00,10.2,,27.0,,,,1,31,57,148
1119,2024-01-16 15:00:00,9.1,,29.0,,,,1,31,61,199
1120,2024-01-16 16:00:00,11.2,,30.0,,,,1,30,63,172
1121,2024-01-16 17:00:00,17.3,,0.0,,,,1,29,67,152
1122,2024-01-16 18:00:00,17.9,,3.0,,,,1,29,71,132
1123,2024-01-16 19:00:00,19.4,,4.0,,,,1,28,73,137
1124,2024-01-16 20:00:00,23.9,,1.0,,,,1,28,74,121
1125,2024-01-16 21:00:00,26.9,,20.0,,,,1,28,75,123
1126,2024-01-16 22:00:00,23.9,,13.0,,,,1,28,79,130
1127,2024-01-16 23:00:00,23.3,,24.0,,,,1,27,79,127
1128,2024-01-17 00:00:00,25.9,,20.0,,,,1,28,76,162
1129,2024-01-17 01:00:00,23.6,,,,,,1,27,73,146
1130,2024-01-17 02:00:00,13.7,,30.0,,,,1,27,73,134
1131,2024-01-17 03:00:00,10.7,,28.0,,,,1,27,73,145
1132,2024-01-17 04:00:00,12.8,,27.0,,,,1,27,72,129
1133,2024-01-17 05:00:00,19.0,,7.0,,,,1,27,74,108
1134,2024-01-17 06:00:00,15.6,,15.0,,,,1,27,79,132
1135,2024-01-17 07:00:00,12.6,,0.0,,,,1,27,75,164
1136,2024-01-17 08:00:00,13.9,,0.0,,,,1,28,70,176
1137,2024-01-17 09:00:00,16.4,,1.0,,,,1,29,69,167
1138,2024-01-17 10:00:00,16.0,,3.0,,,,1,30,61,177
1139,2024-01-17 11:00:00,17.9,,15.0,,,,1,31,58,190
1140,2024-01-17 12:00:00,17.7,,1.0,,,,1,31,57,187
1141,2024-01-17 13:00:00,11.0,,28.0,,,,1,32,54,182
1142,2024-01-17 14:00:00,13.7,,23.0,,,,1,32,53,192
1143,2024-01-17 15:00:00,15.5,,6.0,,,,0,31,56,223
1144,2024-01-17 16:00:00,19.3,,14.0,,,,1,30,58,181
1145,2024-01-17 17:00:00,18.5,,11.0,,,,1,29,62,158
1146,2024-01-17 18:00:00,18.7,,3.0,,,,1,28,69,158
1147,2024-01-17 19:00:00,20.3,,2.0,,,,1,28,72,159
1148,2024-01-17 20:00:00,14.2,,1.0,,,,1,28,73,143
1149,2024-01-17 21:00:00,14.7,,3.0,,,,1,28,70,182
1150,2024-01-17 22:00:00,16.6,,9.0,,,,1,28,70,183
1151,2024-01-17 23:00:00,15.4,,15.0,,,,1,27,71,145
1152,2024-01-18 00:00:00,13.9,,11.0,,,,1,27,72,126
1153,2024-01-18 01:00:00,11.6,,29.0,,,,1,27,73,117
1154,2024-01-18 02:00:00,9.9,,,,,,1,27,75,119
1155,2024-01-18 03:00:00,10.7,,28.0,,,,1,27,75,129
1156,2024-01-18 04:00:00,14.4,,8.0,,,,1,27,75,137
1157,2024-01-18 05:00:00,22.5,,18.0,,,,1,27,76,141
1158,2024-01-18 06:00:00,16.2,,9.0,,,,1,27,77,156
1159,2024-01-18 07:00:00,12.9,,0.0,,,,1,27,74,197
1160,2024-01-18 08:00:00,17.3,,,,,,0,0,0,0
1161,2024-01-18 09:00:00,16.7,,,,,,0,0,0,0
1162,2024-01-18 10:00:00,14.3,,,,,,0,0,0,0
1163,2024-01-18 11:00:00,13.7,,,,,,0,0,0,0
1164,2024-01-18 12:00:00,13.7,,,,,,0,0,0,0
1165,2024-01-18 13:00:00,13.6,,,,,,0,0,0,0
1166,2024-01-18 14:00:00,15.9,,,,,,0,0,0,0
1167,2024-01-18 15:00:00,15.7,,,,,,0,0,0,0
1168,2024-01-18 16:00:00,17.4,,,,,,0,0,0,0
1169,2024-01-18 17:00:00,20.5,,,,,,0,0,0,0
1170,2024-01-18 18:00:00,16.4,,,,,,0,0,0,0
1171,2024-01-18 19:00:00,18.4,,,,,,0,0,0,0
1172,2024-01-18 20:00:00,18.2,,,,,,0,0,0,0
1173,2024-01-18 21:00:00,18.2,,,,,,0,0,0,0
1174,2024-01-18 22:00:00,18.4,,,,,,0,0,0,0
1175,2024-01-18 23:00:00,9.6,,,,,,0,0,0,0
1176,2024-01-19 00:00:00,15.5,,,,,,0,0,0,0
1177,2024-01-19 01:00:00,15.5,,,,,,0,0,0,0
1178,2024-01-19 02:00:00,11.2,,,,,,0,0,0,0
1179,2024-01-19 03:00:00,13.8,,,,,,0,0,0,0
1180,2024-01-19 04:00:00,17.6,,,,,,0,0,0,0
1181,2024-01-19 05:00:00,25.0,,,,,,0,0,0,0
1182,2024-01-19 06:00:00,25.0,,,,,,0,0,0,0
1183,2024-01-19 07:00:00,18.2,,,,,,0,0,0,0
1184,2024-01-19 08:00:00,17.3,,,,,,0,0,0,0
1185,2024-01-19 09:00:00,17.5,,,,,,0,0,0,0
1186,2024-01-19 10:00:00,21.7,,,,,,0,0,0,0
1187,2024-01-19 11:00:00,17.6,,,,,,0,0,0,0
1188,2024-01-19 12:00:00,14.3,,7.0,,,,1,31,56,182
1189,2024-01-19 13:00:00,13.6,,32.0,,,,1,32,55,176
1190,2024-01-19 14:00:00,10.2,,16.0,,,,1,32,52,161
1191,2024-01-19 15:00:00,17.7,,4.0,,,,1,32,54,172
1192,2024-01-19 16:00:00,16.5,,6.0,,,,1,30,60,209
1193,2024-01-19 17:00:00,15.7,,,,,,0,0,0,0
1194,2024-01-19 18:00:00,20.5,,,,,,0,0,0,0
1195,2024-01-19 19:00:00,18.7,,,,,,0,0,0,0
1196,2024-01-19 20:00:00,19.2,,,,,,0,0,0,0
1197,2024-01-19 21:00:00,20.1,,,,,,0,0,0,0
1198,2024-01-19 22:00:00,20.9,,,,,,0,0,0,0
1199,2024-01-19 23:00:00,17.3,,,,,,0,0,0,0
1200,2024-01-20 00:00:00,18.9,,,,,,0,0,0,0
1201,2024-01-20 01:00:00,11.8,,,,,,0,0,0,0
1202,2024-01-20 02:00:00,11.6,,,,,,0,0,0,0
1203,2024-01-20 03:00:00,12.9,,,,,,0,0,0,0
1204,2024-01-20 04:00:00,26.9,,,,,,0,0,0,0
1205,2024-01-20 05:00:00,29.1,,,,,,0,0,0,0
